Country,SDGi,Life Expectancy,HDI,Per Capita GDP,Region,Income Group,Population,Cropland Footprint,Grazing Footprint,Forest Product Footprint,Carbon Footprint,Fish Footprint,Built up land,Total Ecological Footprint (Production),Cropland Footprint,Grazing Footprint,Forest Product Footprint,Carbon Footprint,Fish Footprint,Built up land,Total Ecological Footprint (Consumption),Cropland,Grazing land,Forest land,Fishing ground,Built up land,Total biocapacity ,Ecological (Deficit) or Reserve,Number of Earths required,Number of Countries required,Year,Other renewables,Biofuels consumption,Solar consumption,Wind consumption,Hydro consumption,Nuclear consumption,Gas consumption,Coal consumption,Oil consumption,CO2 emissions,Urbanization
Djibouti,50.3,62,0.51,5710.12,Africa,LM, 1.0 ,0.0,0.2,0.1,0.2,0.1,0.2,0.8,1.6,0.1,0.2,0.2,0.1,0.2,2.5,0.0,0.2,0.0,0.2,0.2,0.6,(1.8),1.6,3.9,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,494262,0.78
Dominica,,73,0.72,12411.5,Central America/Caribbean,UM, 0.1 ,,,,,,,1.7,,,,,,,2.7,,,,,,1.0,(1.7),1.8,2.7,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,156305,0.72
Dominican Republic,70.8,73,0.77,20541.4,Central America/Caribbean,UM, 11.1 ,0.3,0.1,0.0,0.7,0.0,0.1,1.3,0.5,0.1,0.1,0.9,0.1,0.1,1.8,0.3,0.1,0.2,0.0,0.1,0.7,(1.1),1.2,2.6,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30430802,0.84
Ecuador,71.5,74,0.74,10846.5,South America,UM, 18.1 ,,,,,,,2.0,,,,,,,1.7,,,,,,1.9,0.2 ,1.1,0.9,2022,1.2439064,0.24027333,0.10037472,0.15799223,64.22718,0,5.3682756,0.79980165,150.59082,40522028,0.65
Egypt,68.7,70,0.73,12785.5,Africa,LM, 106.2 ,,,,,,,1.1,,,,,,,1.5,,,,,,0.3,(1.1),1.0,4.6,2022,0,0,14.044063,14.373706,34.641483,0,605.9086,12.243622,425.2288,271168540,0.43
El Salvador,69.6,71,0.68,9062.31,Central America/Caribbean,LM, 6.6 ,0.2,0.1,0.3,0.4,0.2,0.1,1.2,0.4,0.2,0.4,0.6,0.1,0.1,2.0,0.2,0.1,0.1,0.1,0.1,0.6,(1.3),1.3,3.2,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7800193,0.75
Equatorial Guinea,,61,0.60,16304.8,Africa,HI, 1.5 ,0.1,0.0,0.6,1.0,0.0,0.0,1.8,0.2,0.0,0.5,1.0,0.1,0.0,1.8,0.1,0.1,2.0,0.4,0.0,2.7,0.8 ,1.2,0.7,2022,0,0,0,0,0,0,0,0,0,6825867,0.74
Eritrea,,67,0.49,1799.88,Africa,LI, 3.7 ,0.1,0.3,0.1,0.1,0.0,0.0,0.7,0.2,0.3,0.1,0.1,0.0,0.0,0.7,0.1,0.3,0.1,1.4,0.0,1.9,1.2 ,0.5,0.4,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,623447,0.43
Estonia,80.6,77,0.89,38352.9,EU-27,HI, 1.3 ,1.4,0.1,4.6,2.0,0.2,0.1,8.5,0.9,0.2,4.3,2.6,0.0,0.1,8.1,1.4,0.1,3.8,4.3,0.1,9.8,1.7 ,5.4,0.8,2022,5.094758,0.27694917,1.5538522,1.7415658,0.059964165,0,4.0366664,34.259235,16.369028,11757177,0.7
Eswatini,54.6,57,0.60,8917.34,Africa,LM, 1.2 ,0.3,0.4,1.0,0.3,0.0,0.5,2.5,0.4,0.4,0.8,0.6,0.0,0.5,2.9,0.3,0.5,0.0,0.0,0.5,1.4,(1.5),1.9,2.1,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1079703,0.25
Ethiopia,58.0,65,0.50,2918.29,Africa,LI, 120.8 ,0.3,0.1,0.4,0.0,0.0,0.0,0.8,0.3,0.1,0.4,0.1,0.0,0.0,0.8,0.3,0.1,0.0,0.0,0.0,0.4,(0.4),0.6,1.9,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15156920,0.23
Fiji,72.9,67,0.73,11647.1,Asia-Pacific,UM, 0.9 ,0.5,0.1,0.6,0.6,0.4,0.1,2.4,0.8,0.2,0.7,0.9,0.2,0.1,2.8,0.5,0.1,1.3,0.6,0.1,2.7,(0.1),1.9,1.0,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1121761,0.58
Finland,86.5,82,0.94,49685.5,EU-27,HI, 5.6 ,0.8,0.1,7.0,2.2,0.1,0.1,10.5,0.9,0.2,0.9,3.0,0.1,0.1,5.4,0.8,0.1,8.4,2.3,0.1,11.8,6.4 ,3.6,0.5,2022,40.73423,6.1698127,1.0228883,31.342854,35.174835,63.3855,11.242778,33.263332,98.39343,36367000,0.86
France,81.2,82,0.90,47995.3,EU-27,HI, 65.6 ,1.0,0.2,0.4,1.6,0.1,0.2,3.5,1.0,0.3,0.5,2.2,0.2,0.2,4.3,1.0,0.2,1.0,0.1,0.2,2.5,(1.9),2.9,1.8,2022,31.066639,40.18554,49.91108,98.816376,115.41829,737.35693,383.71768,64.418816,777.6683,293501630,0.82
French Guiana,,,,,South America,, 0.3 ,,,,,,,1.3,,,,,,,1.5,,,,,,85.6,84.1 ,1.0,0.0,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
French Polynesia,,79,,,Asia-Pacific,HI, 0.3 ,,,,,,,2.0,,,,,,,3.7,,,,,,1.1,(2.6),2.5,3.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,896658,0.62
Gabon,62.8,66,0.71,15287.1,Africa,UM, 2.3 ,0.3,0.0,1.0,0.3,0.1,0.0,1.8,0.5,0.1,0.7,0.4,0.3,0.0,2.1,0.3,0.9,13.6,2.0,0.0,16.9,14.9 ,1.4,0.1,2022,0,0,0,0,0,0,0,0,0,5834667,0.91
Gambia,60.2,62,0.50,2266.11,Africa,LI, 2.6 ,0.1,0.0,0.1,0.1,0.1,0.0,0.5,0.5,0.0,0.1,0.1,0.1,0.0,0.9,0.1,0.0,0.1,0.2,0.0,0.5,(0.4),0.6,1.9,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,737484,0.64
Georgia,73.4,72,0.80,15925.5,Middle East/Central Asia,LM, 4.0 ,0.2,0.2,0.1,0.9,0.4,0.1,1.9,0.4,0.2,0.2,1.4,0.4,0.1,2.7,0.2,0.4,0.7,0.1,0.1,1.4,(1.3),1.8,1.9,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11527141,0.6
Germany,82.2,81,0.94,54192,EU-27,HI, 83.9 ,0.6,0.1,0.6,2.5,0.0,0.2,4.0,0.9,0.2,0.5,2.7,0.1,0.2,4.5,0.6,0.1,0.7,0.1,0.2,1.6,(2.9),3.0,2.8,2022,165.54147,34.94109,157.22066,325.4121,45.94859,86.83549,775.4472,641.76025,1179.8933,671471550,0.78
Ghana,63.4,64,0.63,5784.7,Africa,LM, 32.4 ,0.4,0.1,0.6,0.2,0.1,0.1,1.5,0.4,0.1,0.6,0.3,0.2,0.1,1.8,0.4,0.2,0.2,0.0,0.1,0.9,(0.8),1.2,1.9,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20286994,0.59
Greece,76.8,80,0.89,30488.2,EU-27,HI, 10.3 ,1.0,0.1,0.1,1.7,0.1,0.1,3.0,1.0,0.4,0.3,1.9,0.1,0.1,3.8,1.0,0.1,0.2,0.2,0.1,1.6,(2.2),2.5,2.4,2022,1.8183113,2.8845239,18.614199,28.3741,10.051004,0,61.967,18.437853,172.19046,58079524,0.8
Grenada,,75,0.80,15667.8,Central America/Caribbean,UM, 0.1 ,,,,,,,1.0,,,,,,,1.8,,,,,,1.6,(0.2),1.2,1.1,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,320962,0.37
Guadeloupe,,,,,Central America/Caribbean,, 0.4 ,,,,,,,2.2,,,,,,,3.4,,,,,,0.6,(2.9),2.3,6.2,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Guatemala,61.0,69,0.63,8489.15,Central America/Caribbean,LM, 18.6 ,0.3,0.1,0.5,0.4,0.1,0.2,1.5,0.4,0.2,0.6,0.5,0.1,0.2,1.9,0.3,0.1,0.3,0.0,0.2,1.0,(0.9),1.3,2.0,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19113738,0.53
Guinea,51.3,59,0.47,2594.72,Africa,LI, 13.9 ,0.3,0.5,0.4,0.1,0.1,0.1,1.4,0.4,0.5,0.4,0.1,0.1,0.1,1.5,0.3,0.6,0.5,0.3,0.1,1.7,0.2 ,1.0,0.9,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4193973,0.38
Guinea-Bissau,,60,0.48,2384.48,Africa,LI, 2.1 ,0.5,0.1,0.6,0.0,0.1,0.0,1.3,0.4,0.1,0.6,0.1,0.1,0.0,1.2,0.5,0.1,0.3,1.4,0.0,2.2,1.0 ,0.8,0.5,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,309147,0.45
Guyana,63.9,66,0.71,32768.4,South America,LM, 0.8 ,,,,,,,4.5,,,,,,,3.3,,,,,,70.5,67.2 ,2.2,0.0,2022,0,0,0,0,0,0,0,0,0,3627187,0.27
Haiti,51.9,63,0.54,2731.34,Central America/Caribbean,LI, 11.7 ,0.1,0.0,0.1,0.1,0.0,0.0,0.4,0.3,0.0,0.1,0.1,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.2,(0.4),0.4,2.5,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3380945,0.59
Honduras,63.1,70,0.62,5773.16,Central America/Caribbean,LM, 10.2 ,,,,,,,1.3,,,,,,,1.3,,,,,,1.7,0.3 ,0.9,0.8,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10481529,0.6
Hungary,79.0,74,0.85,35069,EU-27,HI, 9.6 ,1.7,0.0,0.3,1.7,0.0,0.1,3.8,1.1,0.1,0.4,2.1,0.0,0.1,3.8,1.7,0.1,0.7,0.0,0.1,2.6,(1.2),2.5,1.5,2022,6.83494,3.5135,12.336962,1.5903522,0.46406996,39.558395,91.909744,14.471302,96.33766,44842524,0.73
India,60.3,67,0.63,7158.92,Asia-Pacific,LM, 1.406.6 ,0.2,0.0,0.1,0.6,0.0,0.1,1.0,0.2,0.0,0.1,0.6,0.0,0.1,1.0,0.2,0.0,0.0,0.0,0.1,0.3,(0.7),0.7,3.0,2022,123.11374,28.015644,248.08994,182.61719,456.08032,115.569664,582.5085,5562.6577,2804.53,2831166200,0.36
Indonesia,69.2,68,0.71,12449.3,Asia-Pacific,LM, 279.1 ,0.5,0.0,0.3,0.8,0.2,0.1,1.9,0.5,0.0,0.1,0.7,0.2,0.1,1.7,0.5,0.1,0.3,0.3,0.1,1.2,(0.5),1.1,1.4,2022,107.5489,95.54151,1.1568639,0.9281399,71.16174,0,440.47968,1216.5106,858.0945,737072640,0.58
"Iran, Islamic Republic of",68.6,74,0.77,15701.7,Middle East/Central Asia,UM, 86.0 ,0.4,0.1,0.0,2.5,0.1,0.1,3.2,0.5,0.1,0.0,2.4,0.1,0.1,3.2,0.4,0.1,0.1,0.2,0.1,0.8,(2.5),2.2,4.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Iraq,62.3,70,0.69,10399.1,Middle East/Central Asia,LM, 42.2 ,0.2,0.0,0.0,1.2,0.0,0.0,1.4,0.5,0.0,0.0,1.1,0.0,0.0,1.7,0.2,0.0,0.0,0.0,0.0,0.3,(1.4),1.1,5.5,2022,0,0,1.1008552,0,6.9106174,0,183.61629,0,472.0143,171279220,0.71
Ireland,80.7,82,0.95,106717,EU-27,HI, 5.0 ,0.4,0.7,0.5,2.3,0.2,0.1,4.3,0.9,0.3,0.6,2.5,0.1,0.1,4.5,0.4,0.7,0.5,1.4,0.1,3.1,(1.4),3.0,1.4,2022,3.234785,2.589344,0.38662776,29.221893,1.828128,0,51.999706,11.048163,85.65837,36711388,0.64
Israel,73.5,83,0.92,43000.3,Middle East/Central Asia,HI, 8.9 ,0.1,0.0,0.0,2.2,0.0,0.1,2.4,0.8,0.3,0.3,2.6,0.1,0.1,4.2,0.1,0.0,0.0,0.0,0.1,0.2,(3.9),2.8,17.2,2022,0.32896945,0.7424583,15.8607645,0.49526805,0.061214443,0,121.42279,44.42776,125.30962,60946176,0.93
Italy,78.3,83,0.90,43010.1,EU-27,HI, 60.3 ,0.4,0.1,0.1,1.7,0.0,0.1,2.5,0.8,0.3,0.5,2.0,0.2,0.1,4.0,0.4,0.1,0.3,0.1,0.1,1.0,(3.0),2.6,4.1,2022,70.83629,12.3534975,73.31654,53.43114,74.03637,0,651.9902,86.38467,695.90265,340672300,0.72
Jamaica,69.0,71,0.71,10108.5,Central America/Caribbean,UM, 3.0 ,0.2,0.0,0.1,0.8,0.0,0.1,1.2,0.5,0.1,0.2,0.8,0.2,0.1,1.7,0.2,0.0,0.2,0.1,0.1,0.6,(1.2),1.2,3.1,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7136817,0.57
Japan,79.6,84,0.93,41809.1,Asia-Pacific,HI, 125.6 ,0.1,0.0,0.2,2.8,0.1,0.1,3.3,0.4,0.1,0.2,2.9,0.3,0.1,4.0,0.1,0.0,0.3,0.1,0.1,0.6,(3.4),2.7,6.4,2022,118.66706,5.0417256,237.43385,24.54747,195.19174,129.52829,1002.2232,1365.5248,1926.7228,1032686800,0.92
Jordan,69.4,74,0.72,10159.1,Middle East/Central Asia,UM, 10.3 ,0.1,0.0,0.0,0.6,0.0,0.1,0.8,0.4,0.1,0.1,0.6,0.0,0.1,1.3,0.1,0.0,0.0,0.0,0.1,0.2,(1.1),0.9,6.1,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20254502,0.92
Kazakhstan,71.1,70,0.81,26125.1,Middle East/Central Asia,UM, 19.2 ,1.9,0.2,0.0,3.7,0.0,0.0,5.9,0.6,0.3,0.1,3.3,0.0,0.0,4.3,1.9,1.6,0.2,0.0,0.0,3.8,(0.5),2.8,1.1,2022,0.009416055,0,4.6210365,6.0272784,23.98875,0,212.81737,391.72864,180.0903,254414190,0.58
Kenya,61.0,61,0.58,5191.63,Africa,LI, 56.2 ,0.2,0.2,0.2,0.1,0.0,0.0,0.8,0.3,0.2,0.2,0.2,0.0,0.0,0.9,0.2,0.2,0.0,0.0,0.0,0.5,(0.4),0.6,1.9,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21397398,0.29
"Korea, Democratic People's Republic of",,73,,,Asia-Pacific,LI, 26.0 ,0.2,0.0,0.1,0.8,0.0,0.0,1.2,0.2,0.0,0.1,0.8,0.0,0.0,1.2,0.2,0.0,0.2,0.1,0.0,0.5,(0.7),0.8,2.2,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Korea, Republic of",77.9,84,0.93,45438.2,Asia-Pacific,HI, 51.3 ,0.1,0.0,0.1,4.0,0.4,0.1,4.6,0.7,0.2,0.2,4.2,0.5,0.1,5.8,0.1,0.0,0.1,0.4,0.1,0.6,(5.2),3.9,9.0,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Kuwait,64.5,79,0.83,43612.6,Middle East/Central Asia,HI, 4.4 ,0.0,0.0,0.0,8.2,0.0,0.5,8.7,0.7,0.4,0.1,6.4,0.5,0.5,8.6,0.0,0.0,0.0,0.3,0.5,0.8,(7.7),5.7,10.6,2022,0,0,0.37557554,0.09135389,0,0,216.60086,1.5328642,213.79933,97460560,1
Kyrgyzstan,73.7,72,0.69,4763.72,Middle East/Central Asia,LI, 6.7 ,0.5,0.2,0.0,0.5,0.0,0.1,1.3,0.5,0.2,0.0,0.6,0.0,0.1,1.5,0.5,0.5,0.1,0.0,0.1,1.3,(0.3),1.0,1.2,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10032085,0.37
Lao People's Democratic Republic,63.4,68,0.61,7865.83,Asia-Pacific,LM, 7.5 ,0.7,0.1,0.4,1.0,0.0,0.2,2.4,0.7,0.2,0.3,0.5,0.0,0.2,1.9,0.7,0.1,0.6,0.0,0.2,1.6,(0.2),1.2,1.1,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Latvia,80.3,73,0.86,31973.2,EU-27,HI, 1.8 ,2.8,0.2,5.3,1.3,0.1,0.1,9.8,1.8,0.2,4.0,1.5,0.2,0.1,7.7,2.8,0.2,4.6,2.2,0.1,9.9,2.2 ,5.1,0.8,2022,2.5580666,0.21477166,0.10761222,0.49583277,7.169159,0,8.10425,0.16444445,19.660797,6619717,0.69
Lebanon,66.3,75,0.71,,Middle East/Central Asia,UM, 6.7 ,0.1,0.0,0.0,1.7,0.0,0.1,1.9,0.6,0.3,0.1,1.9,0.1,0.1,3.1,0.1,0.0,0.0,0.0,0.1,0.3,(2.8),2.1,9.9,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18922386,0.89
Lesotho,55.1,53,0.51,2598.62,Africa,LM, 2.2 ,,,,,,,1.3,,,,,,,1.2,,,,,,0.7,(0.4),0.8,1.6,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3832580,0.3
Liberia,49.9,61,0.48,1524.03,Africa,LI, 5.3 ,0.1,0.0,0.8,0.1,0.1,0.0,1.1,0.2,0.0,0.7,0.1,0.1,0.0,1.2,0.1,0.3,2.0,0.3,0.0,2.7,1.5 ,0.8,0.5,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,792081,0.53
Lithuania,75.4,74,0.88,39809.9,EU-27,UM, 2.7 ,2.8,0.1,1.4,1.6,0.2,0.2,6.4,1.8,0.3,1.3,2.6,0.2,0.2,6.4,2.8,0.3,2.3,0.3,0.2,6.0,(0.5),4.3,1.1,2022,2.260719,1.3905001,0.89216137,3.9430306,1.2107533,0,16.07382,2.138757,37.15651,12856662,0.68
Luxembourg,75.7,83,0.93,120505,EU-27,HI, 0.6 ,0.4,0.1,0.3,4.3,0.0,0.1,5.2,0.9,0.5,1.4,8.0,0.1,0.1,11.0,0.4,0.1,0.7,0.0,0.1,1.2,(9.7),7.3,8.9,2022,1.1450661,1.4833422,0.7202681,0.8140022,0.16709389,0,6.1173964,0.47766748,27.83879,7276724,0.92
Madagascar,50.1,64,0.50,1522.57,Africa,LI, 29.2 ,0.2,0.2,0.2,0.0,0.0,0.1,0.7,0.2,0.2,0.2,0.1,0.0,0.1,0.8,0.2,1.0,0.6,0.2,0.1,2.0,1.2 ,0.5,0.4,2022,0,0,0,0,0,0,0,0,0,4309451,0.4
Malawi,53.3,63,0.51,1372.75,Africa,LI, 20.2 ,0.4,0.1,0.2,0.0,0.0,0.1,0.7,0.4,0.1,0.2,0.0,0.0,0.1,0.7,0.4,0.1,0.0,0.0,0.1,0.6,(0.1),0.5,1.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1748208,0.18
Malaysia,70.4,75,0.80,28179.9,Asia-Pacific,UM, 33.2 ,0.7,0.0,0.3,2.5,0.5,0.1,4.1,0.7,0.1,0.4,2.4,0.5,0.1,4.2,0.7,0.0,0.5,0.7,0.1,2.1,(2.2),2.8,2.1,2022,3.9391801,10.353935,7.1748347,0,82.864975,0,519.453,263.04807,444.4453,285447970,0.78
Mali,54.1,59,0.43,2205.85,Africa,LI, 21.5 ,0.4,0.5,0.1,0.0,0.0,0.1,1.1,0.3,0.4,0.1,0.1,0.0,0.1,1.0,0.4,0.5,0.4,0.0,0.1,1.4,0.4 ,0.7,0.7,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6988448,0.45
Malta,76.8,83,0.92,46805.7,EU-27,HI, 0.4 ,,,,,,,1.2,,,,,,,3.7,,,,,,0.5,(3.3),2.5,8.0,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1773628,0.95
Martinique,,,,,Central America/Caribbean,, 0.4 ,,,,,,,2.3,,,,,,,3.5,,,,,,0.5,(3.0),2.3,6.9,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mauritania,55.8,64,0.56,5927.21,Africa,LM, 4.9 ,0.1,1.4,0.2,0.2,0.3,0.0,2.2,0.4,1.3,0.2,0.4,0.0,0.0,2.3,0.1,2.4,0.0,1.1,0.0,3.7,1.4 ,1.5,0.6,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4577614,0.57
Mauritius,68.4,74,0.80,21449.6,Africa,UM, 1.3 ,,,,,,,1.5,,,,,,,2.6,,,,,,0.7,(1.9),1.7,3.9,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3928177,0.41
Mexico,70.2,70,0.76,19027.9,North America,UM, 131.6 ,0.3,0.2,0.2,1.1,0.1,0.1,2.0,0.5,0.2,0.3,1.1,0.1,0.1,2.3,0.3,0.2,0.4,0.1,0.1,1.2,(1.1),1.5,1.9,2022,18.240393,2.7225404,53.03444,53.521214,92.70671,27.143528,909.47034,67.836945,1048.4077,465335650,0.81
Mongolia,63.5,71,0.74,11434.7,Asia-Pacific,LM, 3.4 ,0.4,5.3,0.1,2.2,0.0,0.0,8.1,0.6,4.7,0.1,2.2,0.0,0.0,7.7,0.4,6.8,6.2,0.1,0.0,13.5,5.8 ,5.1,0.6,2022,0,0,0,0,0,0,0,0,0,43414760,0.69
Montenegro,68.8,74,0.83,21307.8,Other Europe,UM, 0.6 ,0.0,0.2,1.1,1.6,0.0,0.3,3.3,0.5,0.4,1.1,1.3,0.1,0.3,3.7,0.0,0.3,1.9,0.2,0.3,2.8,(0.8),2.4,1.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2390512,0.68
Morocco,69.0,74,0.68,7743.86,Africa,LM, 37.8 ,0.2,0.2,0.1,0.7,0.1,0.0,1.3,0.5,0.2,0.1,0.6,0.1,0.0,1.5,0.2,0.2,0.1,0.1,0.0,0.6,(1.0),1.0,2.7,2022,0,0,3.774472,13.963497,0.9130494,0,2.2269576,86.36192,159.81696,69505540,0.65
Mozambique,53.6,59,0.45,1232.25,Africa,LI, 33.1 ,0.2,0.1,0.2,0.1,0.0,0.0,0.6,0.2,0.1,0.2,0.2,0.0,0.0,0.8,0.2,0.6,0.4,0.1,0.0,1.4,0.6 ,0.5,0.6,2022,0,0,0,0,0,0,0,0,0,8357848,0.38
Myanmar,64.3,66,0.59,4090.4,Asia-Pacific,LI, 55.2 ,0.5,0.0,0.3,0.2,0.1,0.1,1.2,0.4,0.0,0.3,0.2,0.0,0.1,1.1,0.5,0.0,0.5,0.3,0.1,1.4,0.2 ,0.7,0.8,2022,0,0,0,0,0,0,0,0,0,29532672,0.32
Namibia,62.7,59,0.62,8948.86,Africa,UM, 2.6 ,0.1,1.2,0.3,0.5,1.5,0.0,3.6,0.3,0.8,0.3,0.9,0.0,0.0,2.4,0.1,1.4,0.3,4.2,0.0,6.1,3.7 ,1.6,0.4,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4084847,0.54
Nepal,66.2,68,0.60,3921.46,Asia-Pacific,LI, 30.2 ,0.2,0.0,0.2,0.2,0.0,0.1,0.7,0.3,0.1,0.2,0.3,0.0,0.1,0.9,0.2,0.0,0.1,0.0,0.1,0.4,(0.5),0.6,2.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16088978,0.21
Netherlands,79.9,81,0.94,58732.4,EU-27,HI, 17.2 ,,,,,,,3.4,,,,,,,6.0,,,,,,1.1,(4.9),4.0,5.4,2022,31.237806,11.877506,44.526688,55.794765,0.1303514,10.398248,275.3611,64.333336,461.5315,127241000,0.93
New Zealand,78.3,82,0.94,43177.6,Asia-Pacific,HI, 4.9 ,,,,,,,11.3,,,,,,,5.4,,,,,,8.4,3.0 ,3.6,0.6,2022,23.520582,0.04790222,0.7321183,7.470776,68.50561,0,36.21647,12.746311,82.971375,31610088,0.87
Nicaragua,67.1,74,0.67,6056.39,Central America/Caribbean,LM, 6.8 ,0.6,0.5,0.3,0.2,0.1,0.1,1.9,0.5,0.2,0.4,0.4,0.0,0.1,1.5,0.6,0.5,0.7,0.4,0.1,2.3,0.8 ,1.0,0.6,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5296130,0.6
Niger,52.2,62,0.40,1228.85,Africa,LI, 26.1 ,0.7,0.3,0.2,0.0,0.0,0.0,1.3,0.7,0.3,0.2,0.1,0.0,0.0,1.4,0.7,0.3,0.0,0.0,0.0,1.1,(0.3),0.9,1.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2697386,0.17
Nigeria,54.2,53,0.54,5012.79,Africa,LM, 216.7 ,0.3,0.1,0.1,0.2,0.0,0.0,0.7,0.3,0.1,0.2,0.2,0.0,0.0,0.8,0.3,0.1,0.0,0.0,0.0,0.4,(0.4),0.5,1.8,2022,0,0,0,0,0,0,0,0,0,131568220,0.54
Norway,82.3,83,0.96,66642.9,Other Europe,HI, 5.5 ,0.2,0.1,1.4,2.9,4.0,0.1,8.8,0.9,0.1,0.8,2.6,0.9,0.1,5.4,0.2,0.1,3.4,2.9,0.1,6.7,1.3 ,3.6,0.8,2022,0.76011807,3.9918683,0.78131855,38.61064,332.69702,0,39.266758,9.365546,107.24007,40808000,0.84
Oman,69.2,73,0.82,30222.3,Middle East/Central Asia,HI, 5.3 ,0.1,0.0,0.0,5.7,1.0,0.5,7.3,0.7,0.3,0.1,4.9,0.8,0.5,7.3,0.1,0.0,0.0,1.2,0.5,1.8,(5.5),4.8,4.0,2022,0,0,3.7621737,0.30011502,0,0,285.32648,1.4077659,126.108864,76605830,0.88
Pakistan,59.3,66,0.54,5541.58,Asia-Pacific,LM, 229.5 ,0.3,0.0,0.1,0.3,0.0,0.0,0.7,0.3,0.0,0.1,0.3,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.4,(0.4),0.5,2.0,2022,3.0801048,0,2.2044942,12.101586,89.94377,55.664906,382.02283,178.54613,275.1417,223834350,0.38
